Deep learning_US,AI_US,ChatGPT_US,Machine learning_US,Data Science_US,Deep learning_GB,AI_GB,ChatGPT_GB,Machine learning_GB,Data Science_GB,Deep learning_DE,AI_DE,ChatGPT_DE,Machine learning_DE,Data Science_DE,Deep learning_FR,AI_FR,ChatGPT_FR,Machine learning_FR,Data Science_FR,Deep learning_ES,AI_ES,ChatGPT_ES,Machine learning_ES,Data Science_ES,date
78,65,49,78,0,0,53,48,75,0,0,76,44,75,0,0,62,42,59,0,43,69,0,50,61,2023-07-30
70,55,47,75,0,0,58,46,83,0,0,71,45,79,0,0,68,39,57,0,65,62,0,56,65,2023-08-06
73,69,50,75,0,0,54,43,70,0,0,73,47,74,0,0,62,38,50,0,31,70,0,46,64,2023-08-13
68,61,56,77,0,0,46,39,66,0,0,67,47,77,0,0,65,45,60,0,46,62,0,49,80,2023-08-20
72,63,65,81,0,0,46,43,65,0,0,75,55,69,0,0,67,50,62,0,61,64,0,57,67,2023-08-27
76,64,67,83,0,0,49,46,76,0,0,75,54,79,0,0,58,57,63,0,61,67,0,71,63,2023-09-03
74,63,71,81,0,0,48,51,66,0,0,76,62,82,0,0,64,71,70,0,51,64,0,73,63,2023-09-10
80,67,76,86,0,0,53,52,67,0,0,74,66,71,0,0,62,71,67,0,40,76,0,89,100,2023-09-17
87,68,77,91,0,0,55,56,81,0,0,74,64,76,0,0,65,89,67,0,72,77,0,78,71,2023-09-24
79,76,74,86,0,0,68,62,91,0,0,82,50,72,0,0,76,90,78,0,66,87,0,75,72,2023-10-01
83,82,81,87,0,0,60,65,85,0,0,80,56,90,0,0,72,96,69,0,57,85,0,60,63,2023-10-08
83,70,80,89,0,0,62,66,88,0,0,76,68,89,0,0,73,96,76,0,50,86,0,82,69,2023-10-15
83,74,81,90,0,0,66,68,90,0,0,81,69,87,0,0,68,85,69,0,51,85,0,83,58,2023-10-22
85,78,73,88,0,0,67,70,84,0,0,87,63,81,0,0,73,67,62,0,59,80,0,92,72,2023-10-29
85,81,83,84,0,0,76,86,89,0,0,100,69,76,0,0,72,87,73,0,77,90,0,82,76,2023-11-05
83,81,82,87,0,0,67,77,82,0,0,94,70,78,0,0,74,86,82,0,70,96,0,86,80,2023-11-12
69,72,62,68,0,0,72,79,92,0,0,91,69,87,0,0,83,94,84,0,65,88,0,82,67,2023-11-19
82,78,83,87,0,0,70,91,96,0,0,94,78,86,0,0,73,89,77,0,66,89,0,93,49,2023-11-26
90,87,90,90,0,0,80,88,100,0,0,99,75,83,0,0,81,94,79,0,59,92,0,79,58,2023-12-03
81,80,87,80,0,0,74,82,86,0,0,96,80,73,0,0,85,97,78,0,71,100,0,86,66,2023-12-10
65,75,59,68,0,0,63,56,69,0,0,93,67,72,0,0,75,83,76,0,63,86,0,74,59,2023-12-17
61,65,42,57,77,100,58,43,52,74,49,83,42,43,61,44,69,49,38,76,48,78,100,53,53,2023-12-24
